,motif,family,subfamily,family_genes
5_320,5_320,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_328,5_328,ETS,ETS/2:ETS,"['Ehf', 'Elf3', 'Elf5', 'Erg', 'Etv2', 'Elf2', 'Etv5', 'Ets1', 'Fli1', 'Elk4', 'Etv4', 'Etv6', 'Ets2', 'Fev']"
5_353,5_353,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_356,5_356,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
5_359,5_359,bHLH,Ebox/CACGTG/1:bHLH,"['Usf1', 'Tfe3', 'Usf2', 'Bhe40', 'Tfeb', 'Mitf', 'Bmal1', 'Bhlhe41', 'Srebf2', 'Srebf1', 'Mlx', 'Bhlhe40', 'Mlxipl', 'Arnt', 'Arntl', 'Tfec', 'Hey1', 'Hey2', 'Id2', 'Max', 'Mnt', 'Mlxip', 'Npas2', 'Creb3l2', 'Hes7', 'Clock', 'Hes5', 'Bhlhb2', 'Bhlhb3', 'Creb3l1']"
5_366,5_366,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
5_392,5_392,C2H2,YY1:C2H2,"['Tyy1', 'Zfp42', 'Yy1', 'Yy2']"
5_398,5_398,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
5_403,5_403,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
5_413,5_413,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_415,5_415,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_423,5_423,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
5_441,5_441,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_443,5_443,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_444,5_444,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_450,5_450,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
5_465,5_465,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_468,5_468,ETS,ETS/2:ETS,"['Ehf', 'Elf3', 'Elf5', 'Erg', 'Etv2', 'Elf2', 'Etv5', 'Ets1', 'Fli1', 'Elk4', 'Etv4', 'Etv6', 'Ets2', 'Fev']"
5_474,5_474,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_479,5_479,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_505,5_505,ETS,ETS/2:ETS,"['Ehf', 'Elf3', 'Elf5', 'Erg', 'Etv2', 'Elf2', 'Etv5', 'Ets1', 'Fli1', 'Elk4', 'Etv4', 'Etv6', 'Ets2', 'Fev']"
5_512,5_512,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_517,5_517,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_521,5_521,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
5_522,5_522,C2H2,ZFX:C2H2,['Zfx']
5_523,5_523,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
5_534,5_534,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_543,5_543,C2H2,ZFX:C2H2,['Zfx']
5_547,5_547,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
5_554,5_554,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
5_558,5_558,ETS,ETS/2:ETS,"['Ehf', 'Elf3', 'Elf5', 'Erg', 'Etv2', 'Elf2', 'Etv5', 'Ets1', 'Fli1', 'Elk4', 'Etv4', 'Etv6', 'Ets2', 'Fev']"
5_568,5_568,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
5_569,5_569,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_16,6_16,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_25,6_25,C2H2,YY1:C2H2,"['Tyy1', 'Zfp42', 'Yy1', 'Yy2']"
6_27,6_27,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_28,6_28,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_35,6_35,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_46,6_46,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_48,6_48,ETS,ETS/2:ETS,"['Ehf', 'Elf3', 'Elf5', 'Erg', 'Etv2', 'Elf2', 'Etv5', 'Ets1', 'Fli1', 'Elk4', 'Etv4', 'Etv6', 'Ets2', 'Fev']"
6_60,6_60,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
6_61,6_61,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_70,6_70,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_82,6_82,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_121,6_121,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_123,6_123,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_130,6_130,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_156,6_156,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_157,6_157,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_165,6_165,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_171,6_171,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_190,6_190,bHLH,Ebox/CACGTG/1:bHLH,"['Usf1', 'Tfe3', 'Usf2', 'Bhe40', 'Tfeb', 'Mitf', 'Bmal1', 'Bhlhe41', 'Srebf2', 'Srebf1', 'Mlx', 'Bhlhe40', 'Mlxipl', 'Arnt', 'Arntl', 'Tfec', 'Hey1', 'Hey2', 'Id2', 'Max', 'Mnt', 'Mlxip', 'Npas2', 'Creb3l2', 'Hes7', 'Clock', 'Hes5', 'Bhlhb2', 'Bhlhb3', 'Creb3l1']"
6_204,6_204,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_206,6_206,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_213,6_213,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_223,6_223,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_230,6_230,ETS,ETS/2:ETS,"['Ehf', 'Elf3', 'Elf5', 'Erg', 'Etv2', 'Elf2', 'Etv5', 'Ets1', 'Fli1', 'Elk4', 'Etv4', 'Etv6', 'Ets2', 'Fev']"
6_238,6_238,bHLH,Ebox/CACGTG/1:bHLH,"['Usf1', 'Tfe3', 'Usf2', 'Bhe40', 'Tfeb', 'Mitf', 'Bmal1', 'Bhlhe41', 'Srebf2', 'Srebf1', 'Mlx', 'Bhlhe40', 'Mlxipl', 'Arnt', 'Arntl', 'Tfec', 'Hey1', 'Hey2', 'Id2', 'Max', 'Mnt', 'Mlxip', 'Npas2', 'Creb3l2', 'Hes7', 'Clock', 'Hes5', 'Bhlhb2', 'Bhlhb3', 'Creb3l1']"
6_241,6_241,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_243,6_243,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
6_271,6_271,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_275,6_275,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_277,6_277,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_283,6_283,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_292,6_292,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_331,6_331,C2H2,YY1:C2H2,"['Tyy1', 'Zfp42', 'Yy1', 'Yy2']"
6_344,6_344,E2F,E2F/2:E2F,"['E2f1', 'Tfdp1', 'E2f4', 'E2f6', 'E2f3', 'E2f7']"
6_364,6_364,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_366,6_366,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_374,6_374,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_376,6_376,C2H2,YY1:C2H2,"['Tyy1', 'Zfp42', 'Yy1', 'Yy2']"
6_385,6_385,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_390,6_390,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
6_392,6_392,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_428,6_428,ETS,ETS/2:ETS,"['Ehf', 'Elf3', 'Elf5', 'Erg', 'Etv2', 'Elf2', 'Etv5', 'Ets1', 'Fli1', 'Elk4', 'Etv4', 'Etv6', 'Ets2', 'Fev']"
6_447,6_447,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_450,6_450,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_452,6_452,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_454,6_454,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_456,6_456,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_462,6_462,C2H2,YY1:C2H2,"['Tyy1', 'Zfp42', 'Yy1', 'Yy2']"
6_472,6_472,ETS,ETS/2:ETS,"['Ehf', 'Elf3', 'Elf5', 'Erg', 'Etv2', 'Elf2', 'Etv5', 'Ets1', 'Fli1', 'Elk4', 'Etv4', 'Etv6', 'Ets2', 'Fev']"
6_495,6_495,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_503,6_503,C2H2,ZFX:C2H2,['Zfx']
6_504,6_504,E2F,E2F/2:E2F,"['E2f1', 'Tfdp1', 'E2f4', 'E2f6', 'E2f3', 'E2f7']"
6_515,6_515,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_523,6_523,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_525,6_525,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_529,6_529,C2H2,GC-tract:C2H2,"['Klf15', 'Maz', 'Zn467', 'Zn263', 'Zn770', 'Zn341', 'Taf1', 'Zsc22', 'Thap1', 'Znf263']"
6_549,6_549,C2H2,KLF/SP/2:C2H2,"['Egr1', 'Egr2', 'Zbt17', 'Sp1', 'Patz1', 'Sp3', 'Vezf1', 'Klf6', 'Sp4', 'Wt1', 'Klf4', 'Sp5', 'Sp2', 'Zn281', 'Klf5', 'Klf3', 'Sall4', 'Klf1', 'Klf12', 'Rreb1']"
6_565,6_565,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
6_570,6_570,ETS,ETS/1:ETS,"['Elf1', 'Elf2', 'Gabpa', 'Elk1', 'Elk4', 'Etv1', 'Ehf', 'Elf4', 'Elf3', 'Elf5', 'Etv6', 'Elk3', 'Zbtb7a', 'Fev', 'Etv4', 'Erg', 'Ets1', 'Etv5', 'Etv3', 'Fli1', 'Etv2', 'Spdef', 'Erf']"
